,index,date,dateUtc,openDateUtc,instrumentName,period,profitAndLoss,transactionType,reference,openLevel,closeLevel,size,currency,cashTransaction,profit_float
143,43,2024-01-30,2024-01-30T11:05:51,2024-01-30T11:05:51,Kapitalertragssteuer,-,E-3.17,WITH,11290164,-,0,-,E,False,-3.17
144,44,2024-01-30,2024-01-30T11:05:41,2024-01-30T09:28:01,GBP/USD Mini converted at 0.9178969525,-,E12.67,TRADE,G6FWA9AQ,1.26722,1.26814,+1.50,E,False,12.67
145,45,2024-01-29,2024-01-29T21:16:45,2024-01-29T21:16:45,Solidaritätszuschlag,-,E-0.17,WITH,11261164,-,0,-,E,False,-0.17
146,46,2024-01-29,2024-01-29T21:16:45,2024-01-29T21:16:45,Kapitalertragssteuer,-,E-3.00,WITH,11260164,-,0,-,E,False,-3.0
147,47,2024-01-29,2024-01-29T21:16:29,2024-01-29T20:19:56,AUD/NZD Mini converted at 0.562973859907605,-,E11.99,TRADE,G4GKWKAW,1.07687,1.07829,+1.50,E,False,11.99
148,48,2024-01-29,2024-01-29T20:31:44,2024-01-25T16:48:30,NZD/CAD Mini converted at 0.691346474648745,-,E-14.93,TRADE,G3937WAY,0.8248,0.82336,+1.50,E,False,-14.93
149,49,2024-01-26,2024-01-26T09:36:24,2024-01-25T19:33:35,GBP/CAD Mini converted at 0.688363236608445,-,E-12.08,TRADE,GTNYD4A9,1.71236,1.71119,+1.50,E,False,-12.08
150,0,2024-01-26,2024-01-26T02:59:31,2024-01-26T02:59:31,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6876,-,E-0.19,WITH,11227168,-,0,-,E,False,-0.19
151,1,2024-01-26,2024-01-26T02:59:29,2024-01-26T02:59:29,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.03,DEPO,11249206,-,0,-,E,False,0.03
152,2,2024-01-26,2024-01-26T02:38:51,2024-01-26T02:38:51,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag GBP/CAD Mini umgerechnet in 0.6876,-,E-0.39,WITH,01115207,-,0,-,E,False,-0.39
153,3,2024-01-26,2024-01-26T02:38:49,2024-01-26T02:38:49,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag GBP/CAD Mini umgerechnet in @{3@,-,E0.01,DEPO,01194206,-,0,-,E,False,0.01
154,4,2024-01-25,2024-01-25T18:22:33,2024-01-25T18:22:33,Kapitalertragssteuer,-,E-2.51,WITH,11597164,-,0,-,E,False,-2.51
155,5,2024-01-25,2024-01-25T18:22:33,2024-01-25T18:22:33,Solidaritätszuschlag,-,E-0.14,WITH,11598164,-,0,-,E,False,-0.14
156,6,2024-01-25,2024-01-25T18:22:08,2024-01-24T13:28:35,AUD/CAD Mini converted at 0.680193051776435,-,E10.10,TRADE,GQ9MJ9AN,0.88902,0.88803,-1.50,E,False,10.1
157,7,2024-01-25,2024-01-25T16:46:45,2024-01-25T16:46:45,Kapitalertragssteuer,-,E-4.70,WITH,11133164,-,0,-,E,False,-4.7
158,8,2024-01-25,2024-01-25T16:46:45,2024-01-25T16:46:45,Solidaritätszuschlag,-,E-0.26,WITH,11134164,-,0,-,E,False,-0.26
159,9,2024-01-25,2024-01-25T16:46:30,2024-01-25T08:48:00,NZD/CAD Mini converted at 0.680507063253315,-,E18.78,TRADE,GQQMRWA7,0.82668,0.82484,-1.50,E,False,18.78
160,10,2024-01-25,2024-01-25T01:20:27,2024-01-25T01:20:27,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6827,-,E-0.20,WITH,11221169,-,0,-,E,False,-0.2
161,11,2024-01-25,2024-01-25T01:20:25,2024-01-25T01:20:25,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E0.12,DEPO,11179169,-,0,-,E,False,0.12
162,12,2024-01-24,2024-01-24T21:46:13,2024-01-24T21:46:13,Solidaritätszuschlag,-,E-0.07,WITH,11758164,-,0,-,E,False,-0.07
163,13,2024-01-24,2024-01-24T21:46:13,2024-01-24T21:46:13,Kapitalertragssteuer,-,E-1.30,WITH,11757164,-,0,-,E,False,-1.3
164,14,2024-01-24,2024-01-24T21:45:57,2024-01-24T21:02:58,AUD/NZD Mini converted at 0.558408395768455,-,E5.19,TRADE,GLFB9BBD,1.07588,1.0765,+1.50,E,False,5.19
165,15,2024-01-24,2024-01-24T21:02:04,2024-01-24T21:02:04,Solidaritätszuschlag,-,E-0.11,WITH,11547164,-,0,-,E,False,-0.11
166,16,2024-01-24,2024-01-24T21:02:04,2024-01-24T21:02:04,Kapitalertragssteuer,-,E-1.97,WITH,11546164,-,0,-,E,False,-1.97
167,17,2024-01-24,2024-01-24T21:01:41,2024-01-17T13:32:21,NZD/CAD Mini converted at 0.67608428290917,-,E8.32,TRADE,GLBJFNBA,0.82592,0.82674,+1.50,E,False,8.32
168,18,2024-01-24,2024-01-24T13:26:26,2024-01-24T13:26:26,Kapitalertragssteuer,-,E-4.31,WITH,11534164,-,0,-,E,False,-4.31
169,19,2024-01-24,2024-01-24T13:26:26,2024-01-24T13:26:26,Solidaritätszuschlag,-,E-0.24,WITH,11535164,-,0,-,E,False,-0.24
170,20,2024-01-24,2024-01-24T13:26:21,2024-01-23T14:38:15,AUD/CAD Mini converted at 0.67817635311556,-,E18.31,TRADE,GHEK32AP,0.88707,0.88887,+1.50,E,False,18.31
171,21,2024-01-24,2024-01-24T02:33:55,2024-01-24T02:33:55,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6879,-,E-0.19,WITH,11961205,-,0,-,E,False,-0.19
172,22,2024-01-24,2024-01-24T02:33:52,2024-01-24T02:33:52,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.08,DEPO,11267183,-,0,-,E,False,0.08
173,23,2024-01-24,2024-01-24T01:33:19,2024-01-24T01:33:19,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6879,-,E-0.20,WITH,11796207,-,0,-,E,False,-0.2
174,24,2024-01-24,2024-01-24T01:33:15,2024-01-24T01:33:15,Tägliche Finanzierungsanpassung – FX-Zinsen für 4 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.87,WITH,11493204,-,0,-,E,False,-0.87
175,25,2024-01-23,2024-01-23T14:36:55,2024-01-23T14:36:55,Solidaritätszuschlag,-,E-0.18,WITH,11263164,-,0,-,E,False,-0.18
176,26,2024-01-23,2024-01-23T14:36:55,2024-01-23T14:36:55,Kapitalertragssteuer,-,E-3.27,WITH,11262164,-,0,-,E,False,-3.27
177,27,2024-01-23,2024-01-23T14:36:31,2024-01-23T13:23:31,AUD/CAD Mini converted at 0.6799908423342849,-,E13.06,TRADE,GCBJ9HAM,0.88833,0.88705,-1.50,E,False,13.06
178,28,2024-01-23,2024-01-23T13:21:11,2024-01-23T13:21:11,Solidaritätszuschlag,-,E-0.27,WITH,11826164,-,0,-,E,False,-0.27
179,29,2024-01-23,2024-01-23T13:21:11,2024-01-23T13:21:11,Kapitalertragssteuer,-,E-4.84,WITH,11825164,-,0,-,E,False,-4.84
180,30,2024-01-23,2024-01-23T13:21:01,2024-01-23T11:28:39,AUD/CAD Mini converted at 0.679609992657755,-,E19.37,TRADE,GBT5LQAG,0.88662,0.88852,+1.50,E,False,19.37
181,31,2024-01-23,2024-01-23T11:26:48,2024-01-23T11:26:48,Solidaritätszuschlag,-,E-0.21,WITH,11518164,-,0,-,E,False,-0.21
182,32,2024-01-23,2024-01-23T11:26:48,2024-01-23T11:26:48,Kapitalertragssteuer,-,E-3.75,WITH,11517164,-,0,-,E,False,-3.75
183,33,2024-01-23,2024-01-23T11:26:38,2024-01-23T02:04:30,AUD/CAD Mini converted at 0.67932695426026,-,E14.98,TRADE,GBE2YLAP,0.88832,0.88685,-1.50,E,False,14.98
184,34,2024-01-23,2024-01-23T02:26:59,2024-01-23T02:26:59,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6851,-,E-0.18,WITH,11541168,-,0,-,E,False,-0.18
185,35,2024-01-23,2024-01-23T02:26:56,2024-01-23T02:26:56,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.07,DEPO,11618183,-,0,-,E,False,0.07
186,36,2024-01-23,2024-01-23T02:01:16,2024-01-23T02:01:16,Kapitalertragssteuer,-,E-3.77,WITH,11245164,-,0,-,E,False,-3.77
187,37,2024-01-23,2024-01-23T02:01:15,2024-01-23T02:01:15,Solidaritätszuschlag,-,E-0.21,WITH,11246164,-,0,-,E,False,-0.21
188,38,2024-01-23,2024-01-23T02:01:04,2024-01-19T15:08:48,AUD/CAD Mini converted at 0.677878342978935,-,E16.37,TRADE,F9KVMQAH,0.88629,0.8879,+1.50,E,False,16.37
189,39,2024-01-23,2024-01-23T01:23:05,2024-01-23T01:23:05,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6851,-,E-0.20,WITH,11561204,-,0,-,E,False,-0.2
190,40,2024-01-23,2024-01-23T01:23:02,2024-01-23T01:23:02,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.23,WITH,11539206,-,0,-,E,False,-0.23
191,41,2024-01-22,2024-01-22T01:44:16,2024-01-22T01:44:16,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in 0.6867,-,E-0.61,WITH,60116205,-,0,-,E,False,-0.61
192,42,2024-01-22,2024-01-22T01:44:12,2024-01-22T01:44:12,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.24,WITH,11974205,-,0,-,E,False,-0.24
193,43,2024-01-19,2024-01-19T15:06:46,2024-01-19T15:06:46,Solidaritätszuschlag,-,E-0.25,WITH,11513185,-,0,-,E,False,-0.25
194,44,2024-01-19,2024-01-19T15:06:46,2024-01-19T15:06:46,Kapitalertragssteuer,-,E-4.51,WITH,11512185,-,0,-,E,False,-4.51
195,45,2024-01-19,2024-01-19T15:06:30,2024-01-19T10:03:00,AUD/CAD Mini converted at 0.6789028384276,-,E18.02,TRADE,FZCB7ZBD,0.88838,0.88661,-1.50,E,False,18.02
196,46,2024-01-19,2024-01-19T10:01:10,2024-01-16T13:53:19,AUD/CAD Mini converted at 0.6857891522485949,-,E-7.72,TRADE,FXQA6QA5,0.88919,0.88844,+1.50,E,False,-7.72
197,47,2024-01-19,2024-01-19T04:48:50,2024-01-19T04:48:50,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6851,-,E-0.18,WITH,11120167,-,0,-,E,False,-0.18
198,48,2024-01-19,2024-01-19T04:48:48,2024-01-19T04:48:48,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.03,DEPO,11253204,-,0,-,E,False,0.03
199,49,2024-01-19,2024-01-19T03:53:59,2024-01-19T03:53:59,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6851,-,E-0.21,WITH,11850166,-,0,-,E,False,-0.21
200,0,2024-01-19,2024-01-19T03:53:57,2024-01-19T03:53:57,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.24,WITH,11567167,-,0,-,E,False,-0.24
201,1,2024-01-18,2024-01-18T03:09:45,2024-01-18T03:09:45,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6838,-,E-0.18,WITH,11274204,-,0,-,E,False,-0.18
202,2,2024-01-18,2024-01-18T03:09:43,2024-01-18T03:09:43,Tägliche Finanzierungsanpassung – FX-Zinsen für 4 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.12,DEPO,11186197,-,0,-,E,False,0.12
203,3,2024-01-18,2024-01-18T02:15:44,2024-01-18T02:15:44,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6838,-,E-0.20,WITH,11375205,-,0,-,E,False,-0.2
204,4,2024-01-18,2024-01-18T02:15:42,2024-01-18T02:15:42,Tägliche Finanzierungsanpassung – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.71,WITH,11435166,-,0,-,E,False,-0.71
205,5,2024-01-17,2024-01-17T10:17:13,2024-01-17T10:17:13,Kapitalertragssteuer,-,E-1.51,WITH,11585185,-,0,-,E,False,-1.51
206,6,2024-01-17,2024-01-17T10:17:13,2024-01-17T10:17:13,Solidaritätszuschlag,-,E-0.08,WITH,11586185,-,0,-,E,False,-0.08
207,7,2024-01-17,2024-01-17T10:16:54,2024-01-17T08:33:22,AUD/NZD Mini converted at 0.56008375925944,-,E6.05,TRADE,FKUSRKBA,1.07055,1.07127,+1.50,E,False,6.05
208,8,2024-01-17,2024-01-17T06:11:43,2024-01-17T06:11:43,Solidaritätszuschlag,-,E-0.09,WITH,11916185,-,0,-,E,False,-0.09
209,9,2024-01-17,2024-01-17T06:11:43,2024-01-17T06:11:43,Kapitalertragssteuer,-,E-1.62,WITH,11915185,-,0,-,E,False,-1.62
210,10,2024-01-17,2024-01-17T06:11:26,2024-01-17T05:47:25,AUD/NZD Mini converted at 0.56047338878015,-,E6.47,TRADE,FJGSAFAU,1.07097,1.07174,+1.50,E,False,6.47
211,11,2024-01-17,2024-01-17T01:31:06,2024-01-17T01:31:06,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6849,-,E-0.21,WITH,11215203,-,0,-,E,False,-0.21
212,12,2024-01-17,2024-01-17T01:31:04,2024-01-17T01:31:04,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.23,WITH,11422195,-,0,-,E,False,-0.23
213,13,2024-01-16,2024-01-16T18:36:07,2024-01-16T18:36:07,Solidaritätszuschlag,-,E-0.10,WITH,11827185,-,0,-,E,False,-0.1
214,14,2024-01-16,2024-01-16T18:36:07,2024-01-16T18:36:07,Kapitalertragssteuer,-,E-1.85,WITH,11826185,-,0,-,E,False,-1.85
215,15,2024-01-16,2024-01-16T18:36:00,2024-01-16T17:08:10,EUR/USD Mini converted at 0.91500996,-,E7.41,TRADE,FGLECJAR,1.08688,1.08742,+1.50,E,False,7.41
216,16,2024-01-16,2024-01-16T16:26:39,2024-01-16T16:26:39,Kapitalertragssteuer,-,E-4.42,WITH,11113185,-,0,-,E,False,-4.42
217,17,2024-01-16,2024-01-16T16:26:39,2024-01-16T16:26:39,Solidaritätszuschlag,-,E-0.24,WITH,11114185,-,0,-,E,False,-0.24
218,18,2024-01-16,2024-01-16T16:26:18,2024-01-16T13:52:43,EUR/USD Mini converted at 0.91353139,-,E17.68,TRADE,FFT5EPA8,1.08782,1.08911,+1.50,E,False,17.68
219,19,2024-01-16,2024-01-16T13:46:09,2024-01-16T13:46:09,Solidaritätszuschlag,-,E-0.04,WITH,11373185,-,0,-,E,False,-0.04
220,20,2024-01-16,2024-01-16T13:46:09,2024-01-16T13:46:09,Kapitalertragssteuer,-,E-0.76,WITH,11372185,-,0,-,E,False,-0.76
221,21,2024-01-16,2024-01-16T13:45:54,2024-01-16T10:26:33,EUR/USD Mini converted at 0.913749295,-,E3.02,TRADE,FD6F74BA,1.08859,1.08881,+1.50,E,False,3.02
222,22,2024-01-16,2024-01-16T12:13:41,2024-01-04T10:48:22,AUD/CAD Mini converted at 0.684243672448365,-,E-50.91,TRADE,DW9H3AAW,0.89754,0.8901,+1,E,False,-50.91
223,23,2024-01-16,2024-01-16T08:36:13,2024-01-16T00:57:32,EUR/USD Mini converted at 0.9218578575,-,E-27.66,TRADE,FA4T4BAK,1.09199,1.08999,+1.50,E,False,-27.66
224,24,2024-01-16,2024-01-16T04:02:25,2024-01-16T04:02:25,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6835,-,E-0.14,WITH,11892203,-,0,-,E,False,-0.14
225,25,2024-01-16,2024-01-16T04:02:23,2024-01-16T04:02:23,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.16,WITH,11636167,-,0,-,E,False,-0.16
226,26,2024-01-15,2024-01-15T11:38:42,2024-01-15T11:38:42,Kapitalertragssteuer,-,E-5.58,WITH,11260185,-,0,-,E,False,-5.58
227,27,2024-01-15,2024-01-15T11:38:42,2024-01-15T11:38:42,Solidaritätszuschlag,-,E-0.31,WITH,11261185,-,0,-,E,False,-0.31
228,28,2024-01-15,2024-01-15T11:38:20,2024-01-11T15:57:28,NZD/CAD Mini converted at 0.677509081685325,-,E23.07,TRADE,E89R3QAJ,0.83375,0.83148,-1.50,E,False,23.07
229,29,2024-01-15,2024-01-15T03:11:14,2024-01-15T03:11:14,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in 0.6848,-,E-0.57,WITH,11540197,-,0,-,E,False,-0.57
230,30,2024-01-15,2024-01-15T03:11:12,2024-01-15T03:11:12,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.18,WITH,11234166,-,0,-,E,False,-0.18
231,31,2024-01-15,2024-01-15T02:21:06,2024-01-15T02:21:06,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in 0.6848,-,E-0.40,WITH,11982166,-,0,-,E,False,-0.4
232,32,2024-01-15,2024-01-15T02:21:04,2024-01-15T02:21:04,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.16,WITH,11593166,-,0,-,E,False,-0.16
233,33,2024-01-11,2024-01-11T15:56:29,2024-01-11T15:56:29,Solidaritätszuschlag,-,E-0.04,WITH,11408185,-,0,-,E,False,-0.04
234,34,2024-01-11,2024-01-11T15:56:29,2024-01-11T15:56:29,Kapitalertragssteuer,-,E-0.79,WITH,11407185,-,0,-,E,False,-0.79
235,35,2024-01-11,2024-01-11T15:56:12,2024-01-11T13:44:23,NZD/CAD Mini converted at 0.6771056625083699,-,E3.15,TRADE,EWRFUTA3,0.83334,0.83365,+1.50,E,False,3.15
236,36,2024-01-11,2024-01-11T13:41:43,2024-01-11T13:41:43,Kapitalertragssteuer,-,E-2.14,WITH,11431185,-,0,-,E,False,-2.14
237,37,2024-01-11,2024-01-11T13:41:43,2024-01-11T13:41:43,Solidaritätszuschlag,-,E-0.12,WITH,11432185,-,0,-,E,False,-0.12
238,38,2024-01-11,2024-01-11T13:41:19,2024-01-11T13:37:21,NZD/CAD Mini converted at 0.678046952196435,-,E8.54,TRADE,EUT6HKA6,0.83397,0.83313,-1.50,E,False,8.54
239,39,2024-01-11,2024-01-11T13:36:38,2024-01-11T13:36:38,Solidaritätszuschlag,-,E-0.22,WITH,11333185,-,0,-,E,False,-0.22
240,40,2024-01-11,2024-01-11T13:36:38,2024-01-11T13:36:38,Kapitalertragssteuer,-,E-4.04,WITH,11332185,-,0,-,E,False,-4.04
241,41,2024-01-11,2024-01-11T13:36:32,2024-01-11T13:32:44,NZD/CAD Mini converted at 0.67786679747156,-,E16.17,TRADE,EUR9QQBD,0.83259,0.83418,+1.50,E,False,16.17
242,42,2024-01-11,2024-01-11T13:31:27,2024-01-11T13:31:27,Kapitalertragssteuer,-,E-5.24,WITH,11155185,-,0,-,E,False,-5.24
243,43,2024-01-11,2024-01-11T13:31:27,2024-01-11T13:31:27,Solidaritätszuschlag,-,E-0.29,WITH,11156185,-,0,-,E,False,-0.29
244,44,2024-01-11,2024-01-11T13:31:13,2024-01-11T04:12:43,NZD/CAD Mini converted at 0.6783659221682549,-,E20.96,TRADE,EUKL32AS,0.83483,0.83277,-1.50,E,False,20.96
245,45,2024-01-11,2024-01-11T04:11:14,2024-01-11T04:11:14,Solidaritätszuschlag,-,E-0.06,WITH,91189185,-,0,-,E,False,-0.06
246,46,2024-01-11,2024-01-11T04:11:14,2024-01-11T04:11:14,Kapitalertragssteuer,-,E-1.12,WITH,91188185,-,0,-,E,False,-1.12
247,47,2024-01-11,2024-01-11T04:10:57,2024-01-10T11:32:44,NZD/CAD Mini converted at 0.6782526303588299,-,E4.58,TRADE,ESLYFZA8,0.83445,0.8349,+1.50,E,False,4.58
248,48,2024-01-11,2024-01-11T02:37:05,2024-01-11T02:37:05,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6846,-,E-0.18,WITH,11552220,-,0,-,E,False,-0.18
249,49,2024-01-11,2024-01-11T02:37:03,2024-01-11T02:37:03,Tägliche Finanzierungsanpassung – FX-Zinsen für 4 Tag NZD/CAD Mini umgerechnet in @{3@,-,E0.08,DEPO,11250169,-,0,-,E,False,0.08
250,0,2024-01-11,2024-01-11T01:35:31,2024-01-11T01:35:31,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6846,-,E-0.14,WITH,11743221,-,0,-,E,False,-0.14
251,1,2024-01-11,2024-01-11T01:35:28,2024-01-11T01:35:28,Tägliche Finanzierungsanpassung – FX-Zinsen für 4 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.55,WITH,41161170,-,0,-,E,False,-0.55
252,2,2024-01-10,2024-01-10T02:44:10,2024-01-10T02:44:10,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6865,-,E-0.14,WITH,11916220,-,0,-,E,False,-0.14
253,3,2024-01-10,2024-01-10T02:44:07,2024-01-10T02:44:07,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.15,WITH,11887220,-,0,-,E,False,-0.15
254,4,2024-01-09,2024-01-09T14:42:00,2024-01-09T14:42:00,Solidaritätszuschlag,-,E-0.17,WITH,11731185,-,0,-,E,False,-0.17
255,5,2024-01-09,2024-01-09T14:42:00,2024-01-09T14:42:00,Kapitalertragssteuer,-,E-3.00,WITH,11730185,-,0,-,E,False,-3.0
256,6,2024-01-09,2024-01-09T14:41:43,2024-01-09T10:08:04,NZD/CAD Mini converted at 0.67880557507417,-,E12.01,TRADE,EJAT74A6,0.83426,0.83544,+1.50,E,False,12.01
257,7,2024-01-09,2024-01-09T09:20:34,2024-01-08T03:08:06,NZD/CAD Mini converted at 0.68748503608461,-,E-2.68,TRADE,EGMFDVA4,0.83456,0.8343,+1.50,E,False,-2.68
258,8,2024-01-09,2024-01-09T02:37:04,2024-01-09T02:37:04,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in 0.6876,-,E-0.19,WITH,11132170,-,0,-,E,False,-0.19
259,9,2024-01-09,2024-01-09T01:40:57,2024-01-09T01:40:57,Tägliche Verwaltungsgebühr – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in 0.6876,-,E-0.14,WITH,11300222,-,0,-,E,False,-0.14
260,10,2024-01-09,2024-01-09T01:40:54,2024-01-09T01:40:54,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.16,WITH,11886221,-,0,-,E,False,-0.16
261,11,2024-01-08,2024-01-08T13:55:22,2024-01-08T13:55:22,Kapitalertragssteuer,-,E-1.70,WITH,11185185,-,0,-,E,False,-1.7
262,12,2024-01-08,2024-01-08T13:55:22,2024-01-08T13:55:22,Solidaritätszuschlag,-,E-0.09,WITH,11186185,-,0,-,E,False,-0.09
263,13,2024-01-08,2024-01-08T13:55:01,2024-01-08T00:22:01,NZD/CAD Mini converted at 0.678363609712635,-,E6.78,TRADE,EB4ZPTA6,0.8348,0.8328,-0.50,E,False,6.78
264,14,2024-01-08,2024-01-08T04:30:22,2024-01-08T04:30:22,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag NZD/CAD Mini umgerechnet in 0.6874,-,E-0.38,WITH,11344222,-,0,-,E,False,-0.38
265,15,2024-01-08,2024-01-08T04:30:20,2024-01-08T04:30:20,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag NZD/CAD Mini umgerechnet in @{3@,-,E-0.01,WITH,11345220,-,0,-,E,False,-0.01
266,16,2024-01-08,2024-01-08T03:50:30,2024-01-08T03:50:30,Tägliche Verwaltungsgebühr – FX-Zinsen für 3 Tag AUD/CAD Mini umgerechnet in 0.6874,-,E-0.41,WITH,41141220,-,0,-,E,False,-0.41
267,17,2024-01-08,2024-01-08T03:50:27,2024-01-08T03:50:27,Tägliche Finanzierungsanpassung – FX-Zinsen für 1 Tag AUD/CAD Mini umgerechnet in @{3@,-,E-0.18,WITH,11910213,-,0,-,E,False,-0.18
268,18,2024-01-08,2024-01-08T03:06:46,2024-01-08T03:06:46,Solidaritätszuschlag,-,E-0.03,WITH,11183185,-,0,-,E,False,-0.03
269,19,2024-01-08,2024-01-08T03:06:46,2024-01-08T03:06:46,Kapitalertragssteuer,-,E-0.53,WITH,11182185,-,0,-,E,False,-0.53
270,20,2024-01-08,2024-01-08T03:06:27,2024-01-08T00:22:01,NZD/CAD Mini converted at 0.68079341512021,-,E2.11,TRADE,D9TBFDA8,0.8348,0.83449,-1,E,False,2.11
271,21,2024-01-08,2024-01-08T00:21:42,2024-01-08T00:21:42,Kapitalertragssteuer,-,E-0.34,WITH,11117185,-,0,-,E,False,-0.34
272,22,2024-01-08,2024-01-08T00:21:42,2024-01-08T00:21:42,Solidaritätszuschlag,-,E-0.02,WITH,11118185,-,0,-,E,False,-0.02
273,23,2024-01-08,2024-01-08T00:21:19,2024-01-05T21:22:42,NZD/CAD Mini converted at 0.68059317628352,-,E1.36,TRADE,D9FKB4BD,0.83466,0.83486,+1,E,False,1.36
274,24,2024-01-05,2024-01-05T21:21:41,2024-01-05T21:21:41,Kapitalertragssteuer,-,E-0.65,WITH,11977189,-,0,-,E,False,-0.65
275,25,2024-01-05,2024-01-05T21:21:41,2024-01-05T21:21:41,Solidaritätszuschlag,-,E-0.04,WITH,11978189,-,0,-,E,False,-0.04
276,26,2024-01-05,2024-01-05T21:21:24,2024-01-05T19:12:51,NZD/CAD Mini converted at 0.68059084861833,-,E2.59,TRADE,D8SPZJA2,0.83494,0.83456,-1,E,False,2.59
277,27,2024-01-05,2024-01-05T19:11:11,2024-01-05T19:11:11,Kapitalertragssteuer,-,E-1.24,WITH,11503189,-,0,-,E,False,-1.24
278,28,2024-01-05,2024-01-05T19:11:11,2024-01-05T19:11:11,Solidaritätszuschlag,-,E-0.07,WITH,11504189,-,0,-,E,False,-0.07
279,29,2024-01-05,2024-01-05T19:10:54,2024-01-05T16:27:52,NZD/CAD Mini converted at 0.6801767776022049,-,E4.97,TRADE,D8DJMJAL,0.83433,0.83506,+1,E,False,4.97
280,30,2024-01-05,2024-01-05T15:46:32,2024-01-05T15:46:32,Solidaritätszuschlag,-,E-0.11,WITH,11103189,-,0,-,E,False,-0.11
281,31,2024-01-05,2024-01-05T15:46:32,2024-01-05T15:46:32,Kapitalertragssteuer,-,E-2.06,WITH,11102189,-,0,-,E,False,-2.06
282,32,2024-01-05,2024-01-05T15:46:23,2024-01-04T10:06:55,NZD/CAD Mini converted at 0.67961463459643,-,E8.36,TRADE,D682L9BB,0.83429,0.83552,+1,E,False,8.36
